sym_id,symptom,disease,diagnosis,treatment
274,"During later stages of the disease, people may experience a loss of appetite",Oral and Oropharyngeal Cancer,"Physical examination,Endoscopy,Biopsy,Oral brush biopsy,HPV testing,X-ray,Barium swallow/modified barium swallow,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI),Ultrasound,Positron emission tomography (PET) or PET-CT scan","Medical oncologist,Radiation oncologist,Surgical oncologist,Otolaryngologist,Reconstructive/plastic surgeon,Maxillofacial prosthodontist,Oncologic dentist or oral oncologist,Prosthodontist,Physical therapist,Speech-language pathologist,Audiologist,Psychologist/psychiatrist,Primary tumor surgery,Glossectomy,Mandibulectomy,Maxillectomy,Neck dissection,Laryngectomy,Transoral robotic surgery and transoral laser microsurgery,Micrographic surgery,Tracheostomy,Gastrostomy tube,Reconstruction,External-beam radiation therapy,Internal radiation therapy,Chemotherapy,Immunotherapy."
275,Abdominal bloating,"Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
276,Pelvic or abdominal pain,"Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
277,Difficulty eating or feeling full quickly,"Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
278,"Urinary symptoms, such as urgency or frequency","Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
279,Fatigue,"Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
280,Upset stomach,"Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
281,Indigestion,"Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
282,Back pain,"Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
283,Pain during sexual intercourse,"Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
284,Constipation,"Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
285,Menstrual irregularities,"Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
286,Swelling in the pelvis or abdomen,"Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
287,"Vaginal discharge, which may be clear, white, or tinged with blood","Ovarian, Fallopian Tube, and Peritoneal Cancer","Abdominal-pelvic examination,Blood tests/CA-125 assay,Transvaginal ultrasound,Computed tomography (CT) scan,Positron emission tomography (PET) or PET-CT scan,Magnetic resonance imaging ","Surgery,Chemotherapy,Targeted therapy,Immunotherapy,Hormone therapy (in rare cases),Radiation therapy,Salpingo-oophorectomy,Hysterectomy,Lymphadenectomy/lymph node dissection,Omentectomy,Cytoreductive/debulking surgery."
288,"Yellow skin (including yellowing of the gums and inner lips) and/or eyes, darkening of the urine, itching, and clay-colored stool, which are signs of jaundice caused by a blockage of the bile ducts",Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
289,"Pain in the upper abdomen, upper back, or arms",Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
290,Painful swelling of an arm or leg due to a blood clot,Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
291,Burning feeling in the stomach or other gastrointestinal discomforts,Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
292,Stomach bloating,Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
293,Floating stools with a particularly bad odor and an unusual color due to the body not digesting fats well,Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
294,Weakness,Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
295,Loss of appetite,Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
296,Nausea and vomiting,Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
297,Chills and sweats,Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
298,Fever,Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
299,Unexplained weight loss,Pancreatic Cancer,"physical examination,Blood tests,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) scan or PET-CT scan,Positron emission tomography (PET) scan or PET-CT scan,Ultrasound,Magnetic resonance imaging (MRI),Percutaneous transhepatic cholangiography (PTC),Biopsy,Fine needle aspiration (FNA),Core needle biopsy,Molecular, or biomarker, testing of the tumor,Germline testing.","Laparoscopy,Surgery to remove the tumor,Distal pancreatectomy,Radiation therapy,Traditional radiation therapy,Stereotactic body radiation (SBRT) or cyberknife,Proton beam therapy,chemotherapy."
300,Bone pain,Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
301,"Kidney problems, including pain in the upper back and excessive urination",Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
302,Stomach pain,Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
303,"History of gastroduodenal ulcers, which are ulcers found in the stomach and/or small intestine",Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
304,Weakness,Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
305,Difficulty speaking,Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
306,Vomiting,Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
307,Depression,Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
308,Fatigue,Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
309,Confusion,Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
310,A lump in the neck,Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
311,"Insomnia, which is trouble sleeping",Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
312,"Malaise, a general feeling of discomfort or illness",Parathyroid Cancer,"Blood/urine tests,Computed tomography (CT or CAT) scan,Sestamibi/SPECT scan,Ultrasound,Magnetic resonance imaging (MRI),Surgery.","surgery,chemotherapy,radiation therapy,immunotherapy"
313,"A growth or sore on the penis, especially on the glans or foreskin, but cancer can also occur on the shaft",Penile Cancer,"Biopsy,Inguinal (groin) lymph node dissection,X-ray,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI).","Laser therapy,Cryosurgery,Radiation therapy,Chemotherapy"
314,Changes in the color of the penis,Penile Cancer,"Biopsy,Inguinal (groin) lymph node dissection,X-ray,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI).","Laser therapy,Cryosurgery,Radiation therapy,Chemotherapy"
315,Thickening of the skin on the penis,Penile Cancer,"Biopsy,Inguinal (groin) lymph node dissection,X-ray,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI).","Laser therapy,Cryosurgery,Radiation therapy,Chemotherapy"
316,Persistent discharge with a foul odor beneath the foreskin,Penile Cancer,"Biopsy,Inguinal (groin) lymph node dissection,X-ray,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI).","Laser therapy,Cryosurgery,Radiation therapy,Chemotherapy"
317,Blood coming from the tip of the penis or from under the foreskin,Penile Cancer,"Biopsy,Inguinal (groin) lymph node dissection,X-ray,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI).","Laser therapy,Cryosurgery,Radiation therapy,Chemotherapy"
318,Unexplained pain in the shaft or tip of the penis,Penile Cancer,"Biopsy,Inguinal (groin) lymph node dissection,X-ray,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI).","Laser therapy,Cryosurgery,Radiation therapy,Chemotherapy"
319,Irregular or growing bluish-brown flat lesions or marks beneath the foreskin or on the penis,Penile Cancer,"Biopsy,Inguinal (groin) lymph node dissection,X-ray,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI).","Laser therapy,Cryosurgery,Radiation therapy,Chemotherapy"
320,"Reddish, velvety rash beneath the foreskin",Penile Cancer,"Biopsy,Inguinal (groin) lymph node dissection,X-ray,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI).","Laser therapy,Cryosurgery,Radiation therapy,Chemotherapy"
321,"Small, crusty bumps beneath the foreskin",Penile Cancer,"Biopsy,Inguinal (groin) lymph node dissection,X-ray,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI).","Laser therapy,Cryosurgery,Radiation therapy,Chemotherapy"
322,Swollen lymph nodes in the groin,Penile Cancer,"Biopsy,Inguinal (groin) lymph node dissection,X-ray,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI).","Laser therapy,Cryosurgery,Radiation therapy,Chemotherapy"
323,Irregular swelling at the end of the penis,Penile Cancer,"Biopsy,Inguinal (groin) lymph node dissection,X-ray,Computed tomography (CT or CAT) scan,Magnetic resonance imaging (MRI).","Laser therapy,Cryosurgery,Radiation therapy,Chemotherapy"
324,Frequent urination,Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
325,Weak or interrupted urine flow or the need to strain to empty the bladder,Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
326,The urge to urinate frequently at night,Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
327,Blood in the urine,Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
328,New onset of erectile dysfunction,Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
329,"Pain or burning during urination, which is much less common",Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
330,"Discomfort or pain when sitting, caused by an enlarged prostate",Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
331,"Pain in the back, hips, thighs, shoulders, or other bones",Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
332,Swelling or fluid buildup in the legs or feet,Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
333,Unexplained weight loss,Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
334,Fatigue,Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
335,Change in bowel habits,Prostate Cancer,"PSA test,Free PSA test,DRE,Biomarker tests,Biopsy,MRI fusion biopsy,Transrectal ultrasound ,Whole-body bone scan,Computed tomography (CT or CAT) scan,Positron emission tomography (PET) or PET-CT scan","Radical (open) prostatectomy,Robotic or laparoscopic prostatectomy,Bilateral orchiectomy,Transurethral resection of the prostate (TURP),External-beam radiation therapy,Brachytherapy,Intensity-modulated radiation therapy (IMRT),Proton therapy,Radiation therapy,Hormonal therapy,Targeted therapy,Chemotherapy,Chemotherapy,Radiopharmaceuticals,Olaparib (Lynparza),Rucaparib (Rubraca)."
